2022.01.12 06:20:30		Momoland  -  Tropicana		2360
2022.01.13 07:56:45		Momoland  -  Tropicana		1330
2022.01.13 09:20:08		조정석, 손나은  -  동원참치		85
2022.01.19 05:52:31		조정석, 손나은  -  동원참치		3405
2022.01.19 05:53:23		조정석, 손나은  -  동원참치		3215
2022.01.19 06:01:38		조정석, 손나은  -  동원참치		4020
2022.01.19 06:06:33		조정석, 손나은  -  동원참치		4930
2022.01.19 06:08:50		조정석, 손나은  -  동원참치		2765
2022.01.20 12:11:06		Momoland  -  Tropicana		2755
2022.01.20 12:46:03		조정석, 손나은  -  동원참치		0
